file,rows,final_step,final_sim_time,final_reward,final_total_waiting,final_vehicle_count,final_avg_travel_time,final_eval_wait_only_reward,final_avg_waiting,final_final_waiting,final_decision_step,final_time,final_action,final_phase_id,final_state_north_bucket,final_state_east_bucket,final_state_south_bucket,final_state_west_bucket,final_episode,final_total_reward,final_mean_reward_per_decision,final_final_avg_travel_time,final_epsilon,final_state_phase_bucket,final_state_north_count,final_state_east_count,final_state_south_count,final_state_west_count,final_state_phase,final_num_decisions,final_run,final_mean_total_reward,final_mean_final_waiting,final_mean_avg_waiting,final_mean_avg_travel_time,final_baseline_mean_total_reward,final_baseline_mean_final_waiting,final_baseline_mean_avg_waiting,final_baseline_mean_avg_travel_time
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_bucketed_with_phase_wait_small_vehicle/q_learning_trace.csv,144,,,-71.45,66.0,109.0,142.76412776412778,,,,143.0,720.0,0.0,1.0,1.0,4.0,3.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_bucketed_with_phase_wait_small_vehicle/q_learning_training.csv,2000,,,,,,,,31.979166666666668,56.0,,,,,,,,,2000.0,-5098.250000000001,-35.404513888888886,123.8992628992629,0.05,,,,,,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_bucketed_with_phase_wait_vehicle/q_learning_trace.csv,144,,,-80.8,69.0,118.0,129.83538083538085,,,,143.0,720.0,2.0,3.0,4.0,4.0,3.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_bucketed_with_phase_wait_vehicle/q_learning_training.csv,2000,,,,,,,,33.673611111111114,44.0,,,,,,,,,2000.0,-5823.699999999999,-40.44236111111111,127.87714987714988,0.05,,,,,,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_no_phase_default_reward/q_learning_trace.csv,144,,,-48.0,48.0,103.0,135.52334152334151,,,,143.0,720.0,0.0,1.0,,,,,,,,,,,7.0,10.0,10.0,4.0,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_no_phase_default_reward/q_learning_training.csv,2000,,,,,,,,32.09722222222222,62.0,,,,,,,,,2000.0,-4622.0,-32.09722222222222,121.93857493857494,0.05,,,,,,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_no_phase_delta_wait/q_learning_trace.csv,144,,,2.0,18.0,59.0,83.46191646191646,,,,143.0,720.0,4.0,5.0,,,,,,,,,,,1.0,10.0,0.0,7.0,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_no_phase_delta_wait/q_learning_training.csv,2000,,,,,,,,10.9375,20.0,,,,,,,,,2000.0,-20.0,-0.1388888888888889,83.62162162162163,0.05,,,,,,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_no_phase_wait_small_vehicle/q_learning_trace.csv,144,,,-65.25,60.0,105.0,126.4987714987715,,,,143.0,720.0,7.0,8.0,,,,,,,,,,,10.0,6.0,9.0,10.0,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_no_phase_wait_small_vehicle/q_learning_training.csv,2000,,,,,,,,31.055555555555557,50.0,,,,,,,,,2000.0,-4963.3,-34.46736111111111,122.14742014742016,0.05,,,,,,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_no_phase_wait_vehicle/q_learning_trace.csv,144,,,-64.5,54.0,105.0,139.5896805896806,,,,143.0,720.0,7.0,8.0,,,,,,,,,,,10.0,10.0,4.0,10.0,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_no_phase_wait_vehicle/q_learning_training.csv,2000,,,,,,,,28.61111111111111,47.0,,,,,,,,,2000.0,-5044.4000000000015,-35.03055555555556,116.45454545454544,0.05,,,,,,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_with_phase_default_reward/q_learning_trace.csv,144,,,-56.0,56.0,106.0,135.74938574938574,,,,143.0,720.0,3.0,4.0,,,,,,,,,,,10.0,10.0,1.0,10.0,3.0,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_with_phase_default_reward/q_learning_training.csv,2000,,,,,,,,35.8125,53.0,,,,,,,,,2000.0,-5157.0,-35.8125,130.92137592137593,0.05,,,,,,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_with_phase_delta_wait/q_learning_trace.csv,144,,,-2.0,27.0,60.0,82.54545454545455,,,,143.0,720.0,2.0,3.0,,,,,,,,,,,6.0,10.0,2.0,6.0,2.0,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_with_phase_delta_wait/q_learning_training.csv,2000,,,,,,,,15.34722222222222,26.0,,,,,,,,,2000.0,-26.0,-0.1805555555555555,93.25552825552826,0.05,,,,,,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_with_phase_wait_small_vehicle/q_learning_trace.csv,144,,,-72.95,67.0,119.0,141.4176904176904,,,,143.0,720.0,6.0,7.0,,,,,,,,,,,10.0,10.0,10.0,7.0,6.0,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_with_phase_wait_small_vehicle/q_learning_training.csv,2000,,,,,,,,36.38194444444444,68.0,,,,,,,,,2000.0,-5749.7999999999965,-39.92916666666666,129.61670761670763,0.05,,,,,,,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_with_phase_wait_vehicle/q_learning_trace.csv,144,,,-49.1,40.0,91.0,138.85012285012286,,,,143.0,720.0,0.0,1.0,,,,,,,,,,,10.0,10.0,2.0,9.0,0.0,,,,,,,,,,
results/hangzhou_1x1_bc-tyc_18041610_1h/q_learning_capped_with_phase_wait_vehicle/q_learning_training.csv,2000,,,,,,,,35.020833333333336,56.0,,,,,,,,,2000.0,-6078.600000000001,-42.2125,130.35135135135135,0.05,,,,,,,,,,,,,,,,
results/hangzhou_comparison/comparison_all_datasets.csv,51,,,,,,94.94383072750855,-5590.0,38.81944444444444,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results/hangzhou_comparison/comparison_single_run.csv,17,,,,,,74.6358988011127,-2315.0,16.07638888888889,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
results/q_learning_bucketed_no_phase_default_reward/summary_all_datasets.csv,3,,,,,,,,36.61805555555556,57.0,,,,,,,,,,-5273.0,,132.1990171990172,,,,,,,,144.0,,,,,,,,,
results/q_learning_bucketed_no_phase_delta_wait/summary_all_datasets.csv,3,,,,,,,,,14.0,,,,,,,,,,-14.0,,85.37592137592138,,,,,,,,,,,,,,,,,
results/q_learning_bucketed_no_phase_wait_small_vehicle/summary_all_datasets.csv,3,,,,,,,,24.90277777777778,51.0,,,,,,,,,,-4015.699999999999,,106.77149877149876,,,,,,,,144.0,,,,,,,,,
results/q_learning_bucketed_no_phase_wait_vehicle/summary_all_datasets.csv,3,,,,,,,,31.958333333333332,45.0,,,,,,,,,,-5558.3,,124.1891891891892,,,,,,,,144.0,,,,,,,,,
results/q_learning_bucketed_with_phase_default_reward/summary_all_datasets.csv,3,,,,,,,,31.97222222222222,56.0,,,,,,,,,,-4604.0,,129.76658476658477,,,,,,,,144.0,,,,,,,,,
results/q_learning_bucketed_with_phase_delta_wait/summary_all_datasets.csv,3,,,,,,,,13.555555555555555,12.0,,,,,,,,,,-12.0,,91.45945945945944,,,,,,,,144.0,,,,,,,,,
results/q_learning_bucketed_with_phase_wait_small_vehicle/summary_all_datasets.csv,3,,,,,,,,41.47222222222222,66.0,,,,,,,,,,-6522.050000000003,,142.76412776412778,,,,,,,,144.0,,,,,,,,,
results/q_learning_bucketed_with_phase_wait_vehicle/summary_all_datasets.csv,3,,,,,,,,36.486111111111114,69.0,,,,,,,,,,-6293.399999999999,,129.83538083538085,,,,,,,,144.0,,,,,,,,,
results/q_learning_capped_no_phase_default_reward/summary_all_datasets.csv,3,,,,,,,,38.03472222222222,48.0,,,,,,,,,,-5477.0,,135.52334152334151,,,,,,,,144.0,,,,,,,,,
results/q_learning_capped_no_phase_delta_wait/summary_all_datasets.csv,3,,,,,,,,11.38888888888889,18.0,,,,,,,,,,-18.0,,83.46191646191646,,,,,,,,144.0,,,,,,,,,
results/q_learning_capped_no_phase_wait_small_vehicle/summary_all_datasets.csv,3,,,,,,,,34.94444444444444,60.0,,,,,,,,,,-5518.100000000001,,126.4987714987715,,,,,,,,144.0,,,,,,,,,
results/q_learning_capped_no_phase_wait_vehicle/summary_all_datasets.csv,3,,,,,,,,37.61805555555556,54.0,,,,,,,,,,-6462.4,,139.5896805896806,,,,,,,,144.0,,,,,,,,,
results/q_learning_capped_with_phase_default_reward/summary_all_datasets.csv,3,,,,,,,,39.326388888888886,56.0,,,,,,,,,,-5663.0,,135.74938574938574,,,,,,,,144.0,,,,,,,,,
results/q_learning_capped_with_phase_delta_wait/summary_all_datasets.csv,3,,,,,,,,10.875,27.0,,,,,,,,,,-27.0,,82.54545454545455,,,,,,,,144.0,,,,,,,,,
results/q_learning_capped_with_phase_wait_small_vehicle/summary_all_datasets.csv,3,,,,,,,,41.701388888888886,67.0,,,,,,,,,,-6566.650000000001,,141.4176904176904,,,,,,,,144.0,,,,,,,,,
results/q_learning_capped_with_phase_wait_vehicle/summary_all_datasets.csv,3,,,,,,,,38.81944444444444,40.0,,,,,,,,,,-6673.099999999999,,138.85012285012286,,,,,,,,144.0,,,,,,,,,
results/reward_experiments/comparison_delta_wait.csv,40,,,,,,,,72.65,158.0,,,,,,,,,,-158.0,,60.69375,,,,,,,,40.0,20.0,,,,,,,,
results/reward_experiments/comparison_wait_only.csv,40,,,,,,,,72.95,153.0,,,,,,,,,,-2918.0,,60.98125,,,,,,,,40.0,20.0,,,,,,,,
results/reward_experiments/comparison_wait_small_vehicle.csv,40,,,,,,,,73.2,158.0,,,,,,,,,,-3217.65,,60.97708333333333,,,,,,,,40.0,20.0,,,,,,,,
results/reward_experiments/comparison_wait_vehicle.csv,40,,,,,,,,73.1,156.0,,,,,,,,,,-3503.0000000000005,,61.02708333333333,,,,,,,,40.0,20.0,,,,,,,,
results/reward_experiments/reward_experiments_summary.csv,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-158.0,158.0,72.65000000000002,60.69374999999999,-151.0,151.0,72.09999999999998,60.44583333333335
results/reward_experiments/training_delta_wait.csv,2000,,,,,,,,72.475,153.0,,,,,,,,,2000.0,-153.0,-3.825,60.645833333333336,0.05,,,,,,,,,,,,,,,,
results/reward_experiments/training_wait_only.csv,2000,,,,,,,,73.2,153.0,,,,,,,,,2000.0,-2928.0,-73.2,61.104166666666664,0.05,,,,,,,,,,,,,,,,
results/reward_experiments/training_wait_small_vehicle.csv,2000,,,,,,,,72.825,156.0,,,,,,,,,2000.0,-3202.3,-80.0575,60.891666666666666,0.05,,,,,,,,,,,,,,,,
results/reward_experiments/training_wait_vehicle.csv,2000,,,,,,,,73.1,154.0,,,,,,,,,2000.0,-3503.2999999999993,-87.5825,61.02916666666667,0.05,,,,,,,,,,,,,,,,
results/stable_baselines/sb3_comparison.csv,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3675.9,208.0,90.17499999999998,65.06666666666665,,,,
results/stable_baselines/sb3_comparison_all_datasets_states_rewards.csv,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.0,25.0,13.041666666666666,85.46191646191645,,,,
