dataset,method,total_reward,final_waiting,avg_waiting,final_avg_travel_time,num_decisions
hangzhou_1x1_bc-tyc_18041607_1h,q_learning_bucketed_with_phase_wait_vehicle,-4658.0,47.0,27.07638888888889,121.52396166134186,144
hangzhou_1x1_bc-tyc_18041608_1h,q_learning_bucketed_with_phase_wait_vehicle,-7093.900000000001,53.0,41.048611111111114,141.75467775467774,144
hangzhou_1x1_bc-tyc_18041610_1h,q_learning_bucketed_with_phase_wait_vehicle,-6293.399999999999,69.0,36.486111111111114,129.83538083538085,144
