episode,total_reward,mean_reward_per_decision,final_waiting,avg_waiting,final_avg_travel_time,epsilon
1,-3236.2999999999993,-22.474305555555553,47.0,20.13888888888889,108.04472843450479,0.997
2,-3714.15,-25.79270833333333,31.0,23.229166666666668,118.5814696485623,0.994009
3,-4429.05,-30.757291666666667,37.0,28.09722222222222,131.34504792332268,0.991026973
4,-4550.300000000001,-31.599305555555556,47.0,28.84722222222222,138.41214057507986,0.988053892081
5,-3501.2999999999997,-24.31458333333333,39.0,21.881944444444443,112.35143769968052,0.985089730404757
6,-4157.899999999999,-28.87430555555555,39.0,26.270833333333332,125.49520766773163,0.9821344612135428
7,-4260.600000000002,-29.587500000000002,52.0,26.944444444444443,135.89137380191693,0.9791880578299021
8,-4094.4000000000005,-28.433333333333334,55.0,25.76388888888889,124.52076677316293,0.9762504936564125
9,-4991.449999999999,-34.662847222222226,46.0,31.72222222222222,136.65495207667732,0.9733217421754432
10,-2713.9,-18.84652777777778,39.0,16.680555555555557,99.96485623003196,0.9704017769489168
11,-4361.950000000002,-30.291319444444444,50.0,27.479166666666668,130.45686900958466,0.9674905716180701
12,-4301.849999999999,-29.873958333333334,41.0,27.1875,128.7667731629393,0.9645880999032158
13,-4337.15,-30.11909722222222,50.0,27.493055555555557,125.39616613418531,0.9616943356035061
14,-3624.55,-25.170486111111114,31.0,22.694444444444443,116.7923322683706,0.9588092525966956
15,-3612.7500000000014,-25.088541666666668,38.0,22.67361111111111,114.92651757188499,0.9559328248389055
16,-4143.0,-28.770833333333332,41.0,26.180555555555557,130.02875399361022,0.9530650263643888
17,-4621.4000000000015,-32.09305555555555,40.0,29.395833333333332,129.81789137380193,0.9502058312852957
18,-3979.550000000001,-27.63576388888889,43.0,25.125,120.52396166134186,0.9473552137914398
19,-3347.6999999999994,-23.247916666666665,49.0,20.895833333333332,108.66773162939297,0.9445131481500655
20,-3492.25,-24.25173611111111,49.0,21.84027777777778,114.16613418530352,0.9416796087056153
21,-3507.0,-24.354166666666668,47.0,21.90277777777778,114.30670926517571,0.9388545698794984
22,-4206.099999999999,-29.20902777777778,47.0,26.520833333333332,125.86900958466454,0.93603800616986
23,-3551.5,-24.663194444444443,46.0,22.229166666666668,112.23961661341853,0.9332298921513504
24,-3701.7999999999984,-25.706944444444446,31.0,23.15972222222222,118.38658146964856,0.9304302024748964
25,-4090.1500000000005,-28.403819444444448,39.0,25.77777777777778,125.39936102236422,0.9276389118674717
26,-3934.2,-27.320833333333333,40.0,24.77777777777778,122.21086261980831,0.9248559951318693
27,-3584.6499999999983,-24.89340277777778,34.0,22.416666666666668,116.07667731629392,0.9220814271464737
28,-3428.950000000001,-23.81215277777778,53.0,21.48611111111111,107.64856230031948,0.9193151828650342
29,-3096.6999999999994,-21.50486111111111,51.0,19.26388888888889,103.66453674121406,0.9165572373164391
30,-3493.4,-24.259722222222223,29.0,21.82638888888889,112.36741214057508,0.9138075656044898
31,-4361.1,-30.28541666666667,46.0,27.63888888888889,127.38658146964856,0.9110661429076764
32,-3473.0499999999993,-24.118402777777778,41.0,21.680555555555557,112.46006389776358,0.9083329444789534
33,-3477.899999999999,-24.15208333333333,41.0,21.666666666666668,114.9297124600639,0.9056079456455165
34,-3077.2499999999995,-21.369791666666668,30.0,19.041666666666668,107.73801916932908,0.90289112180858
35,-4367.550000000003,-30.330208333333335,29.0,27.625,129.93929712460064,0.9001824484431542
36,-3653.750000000001,-25.373263888888886,43.0,22.88888888888889,117.62300319488818,0.8974819010978248
37,-3956.2000000000003,-27.47361111111111,58.0,24.916666666666668,120.16613418530352,0.8947894553945313
38,-4536.1,-31.50069444444444,55.0,28.6875,131.94568690095846,0.8921050870283477
39,-4419.000000000001,-30.6875,35.0,28.0625,132.67092651757187,0.8894287717672626
40,-3089.8999999999996,-21.45763888888889,35.0,19.20138888888889,104.32907348242811,0.8867604854519608
41,-3758.8000000000006,-26.102777777777774,47.0,23.645833333333332,115.54313099041534,0.884100203995605
42,-3622.7999999999993,-25.15833333333333,38.0,22.70138888888889,113.82428115015975,0.8814479033836181
43,-3884.3000000000015,-26.974305555555556,30.0,24.354166666666668,121.63258785942492,0.8788035596734672
44,-4180.75,-29.03298611111111,26.0,26.354166666666668,124.82108626198082,0.8761671489944468
45,-4217.499999999999,-29.288194444444443,41.0,26.71527777777778,128.4696485623003,0.8735386475474635
46,-3396.3499999999995,-23.58576388888889,54.0,21.243055555555557,109.53035143769968,0.8709180316048211
47,-4514.9,-31.35347222222222,43.0,28.618055555555557,133.31629392971246,0.8683052775100066
48,-3486.700000000001,-24.213194444444447,46.0,21.756944444444443,113.38658146964856,0.8657003616774767
49,-3461.3999999999996,-24.037499999999998,40.0,21.604166666666668,112.59424920127796,0.8631032605924442
50,-3894.1,-27.04236111111111,47.0,24.54861111111111,117.6964856230032,0.860513950810667
51,-4235.9,-29.41597222222222,49.0,26.854166666666668,123.6261980830671,0.857932408958235
52,-2559.2999999999993,-17.772916666666667,41.0,15.694444444444445,96.00319488817891,0.8553586117313603
53,-3621.05,-25.14618055555555,40.0,22.680555555555557,116.16613418530352,0.8527925358961662
54,-4021.900000000002,-27.929861111111112,40.0,25.27777777777778,123.61022364217253,0.8502341582884777
55,-4010.7499999999986,-27.852430555555557,35.0,25.26388888888889,124.02555910543131,0.8476834558136123
56,-3639.5000000000005,-25.274305555555557,40.0,22.77777777777778,116.56549520766774,0.8451404054461714
57,-4870.699999999998,-33.82430555555555,55.0,31.01388888888889,136.69329073482427,0.8426049842298329
58,-3927.6000000000013,-27.274999999999995,37.0,24.71527777777778,123.33546325878594,0.8400771692771434
59,-2499.95,-17.360763888888886,17.0,15.23611111111111,98.11182108626198,0.837556937769312
60,-3579.6,-24.858333333333334,57.0,22.38888888888889,114.03194888178913,0.835044266956004
61,-3245.900000000001,-22.540972222222223,46.0,20.23611111111111,106.89776357827476,0.8325391341551359
62,-3831.4500000000003,-26.607291666666665,28.0,24.104166666666668,121.63897763578275,0.8300415167526705
63,-4997.349999999999,-34.70381944444444,72.0,31.75,137.45367412140575,0.8275513922024125
64,-4898.749999999998,-34.01909722222222,56.0,31.17361111111111,137.01597444089458,0.8250687380258053
65,-4079.849999999999,-28.33229166666667,48.0,25.791666666666668,120.81789137380191,0.8225935318117279
66,-4396.999999999999,-30.53472222222222,29.0,27.86111111111111,131.87539936102237,0.8201257512162927
67,-4804.199999999999,-33.3625,33.0,30.430555555555557,138.6261980830671,0.8176653739626438
68,-4587.2,-31.855555555555554,55.0,29.20138888888889,129.8849840255591,0.8152123778407558
69,-3686.2000000000003,-25.59861111111111,38.0,23.11111111111111,117.66773162939297,0.8127667407072335
70,-4127.849999999999,-28.665625000000002,37.0,26.0,125.65495207667732,0.8103284404851119
71,-3103.45,-21.55173611111111,41.0,19.319444444444443,103.30670926517571,0.8078974551636565
72,-3288.3500000000013,-22.835763888888888,23.0,20.4375,110.9520766773163,0.8054737627981655
73,-3439.1999999999994,-23.883333333333333,58.0,21.5,109.94888178913737,0.803057341509771
74,-4315.300000000002,-29.967361111111114,53.0,27.28472222222222,129.82747603833866,0.8006481694852418
75,-3313.3999999999987,-23.009722222222223,40.0,20.63888888888889,109.57827476038338,0.798246224976786
76,-2882.999999999999,-20.020833333333332,38.0,17.84027777777778,100.8370607028754,0.7958514863018556
77,-3785.8000000000006,-26.290277777777778,44.0,23.743055555555557,119.13418530351437,0.79346393184295
78,-3172.35,-22.030208333333334,42.0,19.67361111111111,108.93610223642173,0.7910835400474212
79,-3828.3000000000006,-26.585416666666664,63.0,24.180555555555557,113.94888178913737,0.7887102894272789
80,-3616.15,-25.11215277777778,42.0,22.65277777777778,114.814696485623,0.7863441585589971
81,-3523.3000000000006,-24.46736111111111,55.0,22.02777777777778,112.90734824281151,0.78398512608332
82,-3232.8999999999987,-22.450694444444444,37.0,20.13888888888889,106.63897763578275,0.7816331707050701
83,-4240.6,-29.448611111111113,48.0,26.70138888888889,126.68690095846645,0.7792882711929549
84,-3066.9000000000015,-21.297916666666666,47.0,18.98611111111111,107.33546325878594,0.776950406379376
85,-3592.75,-24.949652777777775,42.0,22.520833333333332,114.3226837060703,0.7746195551602378
86,-4676.449999999999,-32.475347222222226,39.0,29.73611111111111,133.93290734824282,0.7722956964947572
87,-3573.2499999999995,-24.81423611111111,30.0,22.36111111111111,116.68690095846645,0.7699788094052729
88,-3580.650000000002,-24.865625,39.0,22.368055555555557,115.18849840255591,0.767668872977057
89,-4581.849999999999,-31.81840277777778,45.0,29.09027777777778,131.79233226837061,0.7653658663581259
90,-3009.850000000001,-20.90173611111111,39.0,18.604166666666668,106.04472843450479,0.7630697687590515
91,-3045.4,-21.148611111111112,27.0,18.875,105.48562300319489,0.7607805594527743
92,-4442.15,-30.848263888888887,51.0,28.09027777777778,127.87859424920129,0.7584982177744161
93,-3510.3500000000004,-24.377430555555556,31.0,21.96527777777778,112.57507987220447,0.7562227231210928
94,-3118.6000000000004,-21.65694444444445,45.0,19.319444444444443,107.87539936102236,0.7539540549517295
95,-3480.9499999999994,-24.173263888888886,52.0,21.770833333333332,111.43130990415335,0.7516921927868743
96,-3761.199999999999,-26.119444444444447,45.0,23.583333333333332,117.94249201277955,0.7494371162085136
97,-3750.0,-26.041666666666668,43.0,23.583333333333332,115.9297124600639,0.747188804859888
98,-3897.1500000000005,-27.063541666666666,42.0,24.51388888888889,120.38019169329074,0.7449472384453084
99,-4716.550000000001,-32.753819444444446,31.0,30.01388888888889,135.78274760383385,0.7427123967299725
100,-4203.05,-29.187847222222224,41.0,26.569444444444443,125.64217252396166,0.7404842595397826
101,-2697.749999999999,-18.734375,25.0,16.555555555555557,100.76038338658147,0.7382628067611632
102,-3668.650000000001,-25.476736111111116,35.0,22.97222222222222,116.25239616613419,0.7360480183408797
103,-5167.949999999999,-35.88854166666667,43.0,32.951388888888886,141.03194888178913,0.7338398742858571
104,-4174.449999999999,-28.98923611111111,53.0,26.319444444444443,127.03833865814697,0.7316383546629995
105,-4729.75,-32.845486111111114,29.0,30.104166666666668,145.30670926517573,0.7294434395990105
106,-3649.050000000001,-25.340625000000003,50.0,22.895833333333332,114.23961661341853,0.7272551092802134
107,-4286.800000000002,-29.769444444444446,59.0,27.1875,127.65814696485623,0.7250733439523728
108,-4135.150000000001,-28.71631944444444,50.0,26.083333333333332,125.39616613418531,0.7228981239205157
109,-4263.9,-29.610416666666666,22.0,26.98611111111111,126.41214057507987,0.7207294295487541
110,-3369.6000000000004,-23.4,36.0,21.01388888888889,111.4408945686901,0.7185672412601078
111,-4374.6,-30.37916666666667,37.0,27.756944444444443,128.31309904153355,0.7164115395363275
112,-2310.3,-16.043750000000003,26.0,14.006944444444445,94.1629392971246,0.7142623049177186
113,-3875.9,-26.91597222222222,52.0,24.368055555555557,118.5591054313099,0.7121195180029655
114,-3356.9999999999995,-23.312499999999996,31.0,20.95138888888889,109.9520766773163,0.7099831594489566
115,-3608.35,-25.05798611111111,40.0,22.65277777777778,115.08306709265176,0.7078532099706097
116,-4530.05,-31.458680555555556,33.0,28.71527777777778,133.45367412140575,0.7057296503406979
117,-4732.400000000001,-32.86388888888889,52.0,30.04861111111111,134.2779552715655,0.7036124613896758
118,-3209.4500000000003,-22.287847222222226,33.0,19.95138888888889,107.96805111821087,0.7015016240055068
119,-3390.949999999999,-23.54826388888889,29.0,21.131944444444443,112.76038338658147,0.6993971191334902
120,-4099.900000000001,-28.471527777777776,28.0,25.819444444444443,127.42811501597444,0.6972989277760897
121,-3649.800000000001,-25.34583333333333,53.0,22.92361111111111,113.43769968051119,0.6952070309927615
122,-3678.65,-25.546180555555555,52.0,23.041666666666668,116.65814696485623,0.6931214098997832
123,-2981.9500000000016,-20.70798611111111,47.0,18.47222222222222,103.3035143769968,0.6910420456700839
124,-3930.7999999999993,-27.29722222222222,37.0,24.791666666666668,121.0,0.6889689195330736
125,-4586.500000000003,-31.850694444444443,51.0,29.13888888888889,133.79872204472844,0.6869020127744744
126,-3963.0499999999984,-27.521180555555556,31.0,24.979166666666668,121.01597444089457,0.684841306736151
127,-4340.15,-30.13993055555555,60.0,27.46527777777778,124.29073482428115,0.6827867828159425
128,-3567.5999999999995,-24.775,39.0,22.354166666666668,116.2555910543131,0.6807384224674947
