episode,total_reward,mean_reward_per_decision,final_waiting,avg_waiting,final_avg_travel_time,epsilon
1,-47.0,-0.3263888888888889,47.0,20.13888888888889,108.04472843450479,0.997
2,-31.0,-0.2152777777777778,31.0,23.229166666666668,118.5814696485623,0.994009
3,-37.0,-0.2569444444444444,37.0,28.09722222222222,131.34504792332268,0.991026973
4,-47.0,-0.3263888888888889,47.0,28.84722222222222,138.41214057507986,0.988053892081
5,-39.0,-0.2708333333333333,39.0,21.881944444444443,112.35143769968052,0.985089730404757
6,-39.0,-0.2708333333333333,39.0,26.270833333333332,125.49520766773163,0.9821344612135428
7,-52.0,-0.3611111111111111,52.0,26.944444444444443,135.89137380191693,0.9791880578299021
8,-55.0,-0.3819444444444444,55.0,25.76388888888889,124.52076677316293,0.9762504936564125
9,-46.0,-0.3194444444444444,46.0,31.72222222222222,136.65495207667732,0.9733217421754432
10,-39.0,-0.2708333333333333,39.0,16.680555555555557,99.96485623003196,0.9704017769489168
11,-48.0,-0.3333333333333333,48.0,27.71527777777778,131.17252396166134,0.9674905716180701
12,-40.0,-0.2777777777777778,40.0,27.368055555555557,130.50479233226838,0.9645880999032158
13,-50.0,-0.3472222222222222,50.0,27.48611111111111,126.47284345047923,0.9616943356035061
14,-33.0,-0.22916666666666666,33.0,22.84722222222222,117.19808306709265,0.9588092525966956
15,-37.0,-0.2569444444444444,37.0,23.57638888888889,117.98402555910543,0.9559328248389055
16,-43.0,-0.2986111111111111,43.0,25.75,128.1629392971246,0.9530650263643888
17,-42.0,-0.2916666666666667,42.0,29.881944444444443,131.52715654952075,0.9502058312852957
18,-41.0,-0.2847222222222222,41.0,24.96527777777778,120.05111821086263,0.9473552137914398
19,-49.0,-0.3402777777777778,49.0,21.958333333333332,111.40255591054313,0.9445131481500655
20,-48.0,-0.3333333333333333,48.0,21.21527777777778,112.00319488817891,0.9416796087056153
21,-43.0,-0.2986111111111111,43.0,20.34722222222222,110.73482428115015,0.9388545698794984
22,-45.0,-0.3125,45.0,26.381944444444443,127.01597444089457,0.93603800616986
23,-49.0,-0.3402777777777778,49.0,22.47222222222222,112.15974440894568,0.9332298921513504
24,-25.0,-0.1736111111111111,25.0,23.229166666666668,118.86581469648563,0.9304302024748964
25,-38.0,-0.2638888888888889,38.0,26.32638888888889,126.50798722044729,0.9276389118674717
26,-39.0,-0.2708333333333333,39.0,23.28472222222222,119.42811501597444,0.9248559951318693
27,-30.0,-0.20833333333333334,30.0,21.833333333333332,114.75718849840256,0.9220814271464737
28,-49.0,-0.3402777777777778,49.0,21.71527777777778,108.9297124600639,0.9193151828650342
29,-47.0,-0.3263888888888889,47.0,19.819444444444443,105.83386581469648,0.9165572373164391
30,-37.0,-0.2569444444444444,37.0,21.4375,111.17252396166134,0.9138075656044898
31,-56.0,-0.3888888888888889,56.0,26.21527777777778,122.28434504792332,0.9110661429076764
32,-36.0,-0.25,36.0,21.51388888888889,112.90095846645367,0.9083329444789534
33,-37.0,-0.2569444444444444,37.0,19.881944444444443,110.56869009584665,0.9056079456455165
34,-31.0,-0.2152777777777778,31.0,19.22222222222222,109.19488817891374,0.90289112180858
35,-29.0,-0.2013888888888889,29.0,27.88888888888889,131.70287539936103,0.9001824484431542
36,-36.0,-0.25,36.0,22.256944444444443,116.98083067092652,0.8974819010978248
37,-47.0,-0.3263888888888889,47.0,21.45138888888889,110.6773162939297,0.8947894553945313
38,-51.0,-0.3541666666666667,51.0,27.34027777777778,129.75399361022363,0.8921050870283477
39,-30.0,-0.20833333333333334,30.0,25.32638888888889,123.41533546325878,0.8894287717672626
40,-34.0,-0.2361111111111111,34.0,20.305555555555557,107.2076677316294,0.8867604854519608
41,-42.0,-0.2916666666666667,42.0,22.118055555555557,112.78594249201278,0.884100203995605
42,-33.0,-0.22916666666666666,33.0,21.57638888888889,111.66773162939297,0.8814479033836181
43,-36.0,-0.25,36.0,25.28472222222222,124.94249201277955,0.8788035596734672
44,-18.0,-0.125,18.0,24.881944444444443,122.3226837060703,0.8761671489944468
45,-43.0,-0.2986111111111111,43.0,25.243055555555557,123.75399361022365,0.8735386475474635
46,-53.0,-0.3680555555555556,53.0,22.46527777777778,114.65175718849841,0.8709180316048211
47,-43.0,-0.2986111111111111,43.0,28.444444444444443,132.93610223642173,0.8683052775100066
48,-36.0,-0.25,36.0,21.0625,112.56230031948881,0.8657003616774767
49,-42.0,-0.2916666666666667,42.0,22.958333333333332,117.34824281150159,0.8631032605924442
50,-44.0,-0.3055555555555556,44.0,22.13888888888889,111.52076677316293,0.860513950810667
51,-41.0,-0.2847222222222222,41.0,21.729166666666668,111.66453674121406,0.857932408958235
52,-44.0,-0.3055555555555556,44.0,17.375,99.38977635782747,0.8553586117313603
53,-32.0,-0.2222222222222222,32.0,20.07638888888889,109.0223642172524,0.8527925358961662
54,-33.0,-0.22916666666666666,33.0,20.65972222222222,112.52715654952077,0.8502341582884777
55,-34.0,-0.2361111111111111,34.0,21.208333333333332,112.51757188498402,0.8476834558136123
56,-47.0,-0.3263888888888889,47.0,21.479166666666668,112.94249201277955,0.8451404054461714
57,-41.0,-0.2847222222222222,41.0,25.993055555555557,126.34504792332268,0.8426049842298329
58,-35.0,-0.24305555555555555,35.0,22.70138888888889,118.43450479233226,0.8400771692771434
59,-16.0,-0.1111111111111111,16.0,14.006944444444445,95.12779552715655,0.837556937769312
60,-49.0,-0.3402777777777778,49.0,21.868055555555557,113.91054313099042,0.835044266956004
61,-44.0,-0.3055555555555556,44.0,19.881944444444443,106.59424920127796,0.8325391341551359
62,-34.0,-0.2361111111111111,34.0,21.916666666666668,115.66134185303514,0.8300415167526705
63,-59.0,-0.4097222222222222,59.0,25.54861111111111,122.79872204472844,0.8275513922024125
64,-44.0,-0.3055555555555556,44.0,26.604166666666668,126.18849840255591,0.8250687380258053
65,-43.0,-0.2986111111111111,43.0,22.28472222222222,112.06389776357827,0.8225935318117279
66,-26.0,-0.18055555555555555,26.0,23.270833333333332,117.53674121405751,0.8201257512162927
67,-28.0,-0.19444444444444445,28.0,25.84722222222222,128.2300319488818,0.8176653739626438
68,-50.0,-0.3472222222222222,50.0,23.9375,115.54632587859425,0.8152123778407558
69,-33.0,-0.22916666666666666,33.0,18.51388888888889,106.12460063897764,0.8127667407072335
70,-37.0,-0.2569444444444444,37.0,21.92361111111111,114.62300319488818,0.8103284404851119
71,-36.0,-0.25,36.0,18.21527777777778,101.65814696485623,0.8078974551636565
72,-19.0,-0.13194444444444445,19.0,15.444444444444445,99.23961661341853,0.8054737627981655
73,-54.0,-0.375,54.0,19.48611111111111,105.38658146964856,0.803057341509771
74,-58.0,-0.4027777777777778,58.0,23.75,118.06389776357827,0.8006481694852418
75,-37.0,-0.2569444444444444,37.0,19.875,109.11182108626198,0.798246224976786
76,-29.0,-0.2013888888888889,29.0,16.430555555555557,99.27476038338658,0.7958514863018556
77,-39.0,-0.2708333333333333,39.0,16.28472222222222,100.22683706070288,0.79346393184295
78,-34.0,-0.2361111111111111,34.0,14.305555555555555,95.46006389776358,0.7910835400474212
79,-57.0,-0.3958333333333333,57.0,20.020833333333332,106.70607028753993,0.7887102894272789
