episode,total_reward,final_waiting,final_avg_travel_time,epsilon
115,-70.0,70.0,154.74012474012474,0.7078532099706097
116,-58.0,58.0,153.12889812889813,0.7057296503406979
117,-59.0,59.0,142.77962577962577,0.7036124613896758
118,-51.0,51.0,151.9168399168399,0.7015016240055068
119,-62.0,62.0,153.1787941787942,0.6993971191334902
120,-61.0,61.0,150.985446985447,0.6972989277760897
121,-68.0,68.0,159.7962577962578,0.6952070309927615
122,-67.0,67.0,164.78170478170478,0.6931214098997832
123,-68.0,68.0,142.77338877338877,0.6910420456700839
124,-49.0,49.0,161.13721413721413,0.6889689195330736
125,-64.0,64.0,159.52806652806652,0.6869020127744744
126,-45.0,45.0,150.68607068607068,0.684841306736151
127,-74.0,74.0,146.6070686070686,0.6827867828159425
128,-52.0,52.0,157.24532224532226,0.6807384224674947
129,-49.0,49.0,148.15384615384616,0.6786962072000923
130,-90.0,90.0,147.989604989605,0.676660118578492
131,-76.0,76.0,155.12474012474013,0.6746301382227565
132,-57.0,57.0,143.87525987525987,0.6726062478080883
133,-52.0,52.0,159.24948024948026,0.6705884290646641
134,-65.0,65.0,157.23076923076923,0.66857666377747
135,-45.0,45.0,142.2910602910603,0.6665709337861376
136,-71.0,71.0,165.40748440748442,0.6645712209847792
137,-53.0,53.0,151.67151767151768,0.6625775073218249
138,-63.0,63.0,136.35135135135135,0.6605897747998594
139,-55.0,55.0,152.75259875259874,0.6586080054754598
140,-53.0,53.0,148.43243243243242,0.6566321814590335
141,-62.0,62.0,145.06029106029106,0.6546622849146564
142,-59.0,59.0,136.54885654885655,0.6526982980599124
143,-47.0,47.0,135.66112266112265,0.6507402031657327
144,-53.0,53.0,136.008316008316,0.6487879825562355
145,-64.0,64.0,142.31185031185032,0.6468416186085668
146,-72.0,72.0,165.53430353430355,0.6449010937527411
147,-61.0,61.0,151.87318087318087,0.6429663904714829
148,-61.0,61.0,134.42827442827442,0.6410374913000684
149,-72.0,72.0,141.2869022869023,0.6391143788261682
150,-48.0,48.0,138.75675675675674,0.6371970356896897
151,-66.0,66.0,147.40748440748442,0.6352854445826206
152,-40.0,40.0,147.3950103950104,0.6333795882488727
153,-48.0,48.0,144.86070686070687,0.6314794494841262
154,-69.0,69.0,150.42827442827442,0.6295850111356738
155,-71.0,71.0,149.24116424116423,0.6276962561022668
156,-54.0,54.0,148.86486486486487,0.62581316733396
157,-79.0,79.0,147.96673596673597,0.623935727831958
158,-58.0,58.0,157.5987525987526,0.6220639206484622
159,-60.0,60.0,135.3783783783784,0.6201977288865168
160,-49.0,49.0,141.23076923076923,0.6183371356998573
161,-54.0,54.0,133.42411642411642,0.6164821242927577
162,-52.0,52.0,133.17463617463616,0.6146326779198794
163,-53.0,53.0,149.43035343035342,0.6127887798861198
164,-68.0,68.0,151.7234927234927,0.6109504135464614
165,-68.0,68.0,145.3950103950104,0.609117562305822
166,-42.0,42.0,120.7006237006237,0.6072902096189046
167,-61.0,61.0,152.23492723492723,0.6054683389900478
168,-64.0,64.0,141.67567567567568,0.6036519339730777
169,-57.0,57.0,144.8149688149688,0.6018409781711584
170,-64.0,64.0,142.46361746361745,0.6000354552366449
171,-61.0,61.0,149.3762993762994,0.598235348870935
172,-58.0,58.0,151.9189189189189,0.5964406428243222
173,-55.0,55.0,129.64864864864865,0.5946513208958493
174,-64.0,64.0,144.9147609147609,0.5928673669331617
175,-57.0,57.0,147.6964656964657,0.5910887648323622
176,-67.0,67.0,139.54469854469855,0.5893154985378651
177,-55.0,55.0,144.16839916839916,0.5875475520422515
178,-69.0,69.0,137.93970893970894,0.5857849093861247
179,-69.0,69.0,158.92723492723493,0.5840275546579663
180,-41.0,41.0,143.15176715176716,0.5822754719939924
181,-52.0,52.0,135.2806652806653,0.5805286455780104
182,-54.0,54.0,149.62785862785861,0.5787870596412764
183,-48.0,48.0,130.93555093555094,0.5770506984623526
184,-60.0,60.0,146.9126819126819,0.5753195463669655
185,-50.0,50.0,131.23284823284823,0.5735935877278646
186,-55.0,55.0,147.04573804573803,0.571872806964681
187,-52.0,52.0,145.1995841995842,0.5701571885437869
188,-50.0,50.0,147.51975051975052,0.5684467169781556
189,-52.0,52.0,123.995841995842,0.5667413768272211
190,-53.0,53.0,133.26611226611226,0.5650411526967395
191,-60.0,60.0,139.0873180873181,0.5633460292386493
192,-63.0,63.0,140.0893970893971,0.5616559911509333
193,-46.0,46.0,135.22869022869023,0.5599710231774805
194,-47.0,47.0,139.62993762993764,0.5582911101079481
195,-58.0,58.0,128.12889812889813,0.5566162367776242
196,-60.0,60.0,133.83367983367984,0.5549463880672914
197,-51.0,51.0,123.91476091476092,0.5532815489030894
198,-45.0,45.0,136.0,0.5516217042563801
199,-55.0,55.0,132.35758835758836,0.549966839143611
200,-50.0,50.0,134.16216216216216,0.5483169386261801
201,-50.0,50.0,127.94594594594595,0.5466719878103016
202,-40.0,40.0,136.7234927234927,0.5450319718468707
203,-43.0,43.0,133.3929313929314,0.5433968759313301
204,-64.0,64.0,143.83160083160084,0.5417666853035361
205,-58.0,58.0,132.16008316008316,0.5401413852476254
206,-53.0,53.0,138.75883575883577,0.5385209610918825
207,-59.0,59.0,139.23076923076923,0.5369053982086068
208,-42.0,42.0,138.22453222453223,0.535294682013981
209,-44.0,44.0,126.36382536382537,0.5336887979679391
210,-37.0,37.0,130.12058212058213,0.5320877315740353
211,-58.0,58.0,140.9043659043659,0.5304914683793133
212,-42.0,42.0,146.36382536382536,0.5288999939741753
213,-56.0,56.0,140.987525987526,0.5273132939922528
214,-41.0,41.0,136.6964656964657,0.525731354110276
215,-47.0,47.0,150.2952182952183,0.5241541600479452
216,-65.0,65.0,143.04989604989606,0.5225816975678014
217,-66.0,66.0,136.40540540540542,0.521013952475098
218,-72.0,72.0,139.49480249480249,0.5194509106176727
219,-55.0,55.0,133.014553014553,0.5178925578858197
220,-48.0,48.0,133.1101871101871,0.5163388802121622
221,-69.0,69.0,137.76715176715177,0.5147898635715258
222,-73.0,73.0,143.47401247401248,0.5132454939808112
223,-38.0,38.0,132.1891891891892,0.5117057574988688
224,-46.0,46.0,137.9147609147609,0.5101706402263723
225,-53.0,53.0,129.3887733887734,0.5086401283056932
226,-66.0,66.0,146.04158004158003,0.5071142079207761
227,-55.0,55.0,148.13513513513513,0.5055928652970137
228,-42.0,42.0,142.2744282744283,0.5040760867011227
229,-39.0,39.0,147.17671517671516,0.5025638584410194
230,-40.0,40.0,134.3908523908524,0.5010561668656963
231,-48.0,48.0,121.53638253638253,0.49955299836509925
232,-59.0,59.0,139.63409563409564,0.49805433937000393
233,-35.0,35.0,117.26403326403326,0.4965601763518939
234,-58.0,58.0,134.04573804573803,0.49507049582283824
235,-40.0,40.0,130.20997920997922,0.49358528433536975
236,-56.0,56.0,131.55509355509355,0.49210452848236363
237,-56.0,56.0,132.96465696465697,0.49062821489691655
238,-57.0,57.0,135.49272349272348,0.4891563302522258
239,-40.0,40.0,137.67775467775468,0.48768886126146915
240,-60.0,60.0,130.97713097713097,0.48622579467768473
241,-75.0,75.0,137.83991683991684,0.4847671172936517
242,-50.0,50.0,125.72349272349273,0.4833128159417707
243,-46.0,46.0,124.89397089397089,0.4818628774939454
244,-30.0,30.0,140.53222453222452,0.48041728886146357
245,-28.0,28.0,124.65488565488566,0.4789760369948792
246,-34.0,34.0,121.77754677754677,0.47753910888389456
247,-37.0,37.0,129.88357588357587,0.4761064915572429
248,-40.0,40.0,133.6112266112266,0.4746781720825711
249,-46.0,46.0,133.63825363825364,0.4732541375663234
250,-37.0,37.0,138.67151767151768,0.4718343751536244
251,-43.0,43.0,125.8004158004158,0.47041887202816357
252,-46.0,46.0,132.84407484407484,0.4690076154120791
253,-40.0,40.0,136.64241164241164,0.46760059256584285
254,-46.0,46.0,134.58627858627858,0.4661977907881453
255,-38.0,38.0,125.37006237006237,0.4647991974157809
256,-44.0,44.0,130.1975051975052,0.46340479982353355
257,-50.0,50.0,126.48440748440748,0.46201458542406293
258,-42.0,42.0,132.53638253638255,0.4606285416677907
259,-45.0,45.0,129.57588357588358,0.45924665604278736
260,-63.0,63.0,145.82744282744284,0.457868916074659
261,-35.0,35.0,131.49064449064448,0.45649530932643506
262,-38.0,38.0,126.58212058212058,0.45512582339845575
263,-40.0,40.0,130.0,0.45376044592826037
264,-50.0,50.0,133.33056133056132,0.4523991645904756
265,-47.0,47.0,126.0,0.45104196709670413
266,-56.0,56.0,138.53222453222452,0.449688841195414
267,-50.0,50.0,145.3804573804574,0.4483397746718278
268,-53.0,53.0,135.40540540540542,0.4469947553478123
269,-46.0,46.0,130.8212058212058,0.44565377108176885
270,-63.0,63.0,139.8170478170478,0.44431680976852356
271,-48.0,48.0,130.02286902286903,0.44298385933921797
272,-54.0,54.0,136.1891891891892,0.4416549077612003
273,-53.0,53.0,127.15800415800416,0.4403299430379167
274,-41.0,41.0,135.40748440748442,0.43900895320880295
275,-45.0,45.0,125.99168399168398,0.43769192634917653
276,-42.0,42.0,134.993762993763,0.436378850570129
277,-37.0,37.0,148.1039501039501,0.4350697140184186
278,-70.0,70.0,139.6153846153846,0.43376450487636337
279,-49.0,49.0,125.67359667359668,0.43246321136173427
280,-48.0,48.0,128.66943866943868,0.43116582172764906
281,-57.0,57.0,126.85862785862786,0.42987232426246613
282,-39.0,39.0,131.8004158004158,0.42858270728967873
283,-50.0,50.0,135.24116424116423,0.4272969591678097
284,-40.0,40.0,126.32848232848232,0.4260150682903063
285,-44.0,44.0,127.11226611226611,0.4247370230854354
286,-40.0,40.0,126.36174636174636,0.4234628120161791
287,-42.0,42.0,122.87318087318087,0.42219242358013054
288,-31.0,31.0,126.58004158004158,0.4209258463093902
289,-63.0,63.0,133.94802494802494,0.419663068770462
290,-50.0,50.0,131.36590436590436,0.4184040795641506
291,-40.0,40.0,131.26403326403326,0.41714886732545814
292,-65.0,65.0,145.35966735966736,0.41589742072348174
293,-42.0,42.0,129.92307692307693,0.4146497284613113
294,-46.0,46.0,143.92931392931393,0.41340577927592737
295,-44.0,44.0,135.12681912681913,0.41216556193809956
296,-31.0,31.0,119.13305613305613,0.41092906525228523
297,-37.0,37.0,122.6964656964657,0.40969627805652836
298,-38.0,38.0,122.74012474012474,0.40846718922235875
299,-49.0,49.0,129.93139293139293,0.40724178765469166
300,-45.0,45.0,125.37837837837837,0.4060200622917276
301,-35.0,35.0,121.66735966735966,0.4048020021048524
302,-46.0,46.0,123.41995841995842,0.40358759609853784
303,-35.0,35.0,140.17463617463616,0.4023768333102422
304,-54.0,54.0,111.51767151767152,0.4011697028103115
305,-37.0,37.0,130.35550935550935,0.3999661937018806
306,-39.0,39.0,123.32432432432432,0.39876629512077494
307,-51.0,51.0,135.46153846153845,0.3975699962354126
308,-56.0,56.0,134.66112266112265,0.3963772862467064
309,-42.0,42.0,126.96257796257797,0.39518815438796623
310,-37.0,37.0,132.59043659043658,0.3940025899248023
311,-25.0,25.0,125.82744282744282,0.3928205821550279
312,-38.0,38.0,121.76091476091476,0.39164212040856283
313,-52.0,52.0,128.48856548856548,0.39046719404733715
314,-41.0,41.0,129.83575883575884,0.38929579246519513
315,-44.0,44.0,135.66528066528068,0.38812790508779954
316,-35.0,35.0,134.41372141372142,0.38696352137253615
317,-42.0,42.0,124.76923076923077,0.38580263080841853
318,-49.0,49.0,127.64449064449065,0.3846452229159933
319,-38.0,38.0,125.21413721413721,0.3834912872472453
320,-41.0,41.0,125.24948024948024,0.3823408133855036
321,-44.0,44.0,136.02079002079003,0.38119379094534706
322,-50.0,50.0,118.18503118503118,0.380050209572511
323,-50.0,50.0,130.0873180873181,0.3789100589437935
324,-28.0,28.0,121.74844074844074,0.3777733287669621
325,-46.0,46.0,121.44282744282744,0.37664000878066123
326,-37.0,37.0,117.02286902286902,0.37551008875431924
327,-36.0,36.0,124.5987525987526,0.37438355848805627
328,-49.0,49.0,130.74844074844074,0.3732604078125921
329,-34.0,34.0,114.86694386694387,0.37214062658915437
330,-46.0,46.0,130.35343035343035,0.3710242047093869
331,-28.0,28.0,123.64033264033264,0.3699111320952587
332,-32.0,32.0,122.4927234927235,0.36880139869897294
333,-52.0,52.0,134.04781704781703,0.367694994502876
334,-36.0,36.0,129.2785862785863,0.3665919095193674
335,-41.0,41.0,130.0873180873181,0.36549213379080925
336,-50.0,50.0,134.03326403326403,0.3643956573894368
337,-38.0,38.0,132.67359667359668,0.3633024704172685
338,-38.0,38.0,119.29106029106029,0.3622125630060167
339,-37.0,37.0,125.32848232848232,0.3611259253169986
340,-35.0,35.0,128.37422037422039,0.3600425475410476
341,-40.0,40.0,113.64449064449065,0.3589624198984244
342,-39.0,39.0,117.5010395010395,0.35788553263872913
343,-43.0,43.0,121.48648648648648,0.35681187604081294
344,-32.0,32.0,118.88565488565489,0.3557414404126905
345,-40.0,40.0,132.22245322245323,0.35467421609145244
346,-36.0,36.0,129.3035343035343,0.35361019344317807
347,-42.0,42.0,121.72349272349273,0.35254936286284855
348,-39.0,39.0,118.92931392931393,0.35149171477426
349,-51.0,51.0,133.86278586278587,0.3504372396299372
350,-39.0,39.0,120.72557172557173,0.3493859279110474
351,-41.0,41.0,129.83160083160084,0.34833777012731426
352,-34.0,34.0,119.81912681912682,0.34729275681693234
353,-46.0,46.0,128.95426195426197,0.3462508785464815
354,-37.0,37.0,116.26403326403326,0.34521212591084205
355,-40.0,40.0,123.57380457380458,0.34417648953310953
356,-50.0,50.0,129.44282744282745,0.3431439600645102
357,-53.0,53.0,124.14553014553015,0.34211452818431665
358,-30.0,30.0,120.06652806652806,0.3410881845997637
359,-57.0,57.0,132.11642411642413,0.3400649200459644
360,-35.0,35.0,125.65280665280665,0.3390447252858265
361,-27.0,27.0,119.63617463617463,0.33802759110996905
362,-48.0,48.0,140.48440748440748,0.3370135083366391
363,-41.0,41.0,109.85654885654886,0.3360024678116292
364,-34.0,34.0,129.0873180873181,0.3349944604081943
365,-30.0,30.0,123.07900207900208,0.33398947702696974
366,-56.0,56.0,120.53846153846153,0.3329875085958888
367,-36.0,36.0,119.61954261954261,0.33198854607010114
368,-40.0,40.0,123.9043659043659,0.33099258043189084
369,-32.0,32.0,108.15800415800416,0.32999960269059514
370,-53.0,53.0,137.15384615384616,0.32900960388252337
371,-31.0,31.0,117.65488565488566,0.3280225750708758
372,-35.0,35.0,129.57172557172558,0.32703850734566314
373,-45.0,45.0,117.77130977130977,0.32605739182362614
374,-28.0,28.0,120.87941787941789,0.3250792196481553
375,-26.0,26.0,121.76715176715177,0.3241039819892108
376,-28.0,28.0,107.02910602910603,0.32313167004324317
377,-48.0,48.0,119.97713097713098,0.32216227503311345
378,-39.0,39.0,121.42203742203742,0.3211957882080141
379,-53.0,53.0,122.77546777546777,0.32023220084339005
380,-39.0,39.0,121.43451143451144,0.31927150424085987
381,-43.0,43.0,121.38669438669439,0.3183136897281373
382,-40.0,40.0,108.94386694386695,0.31735874865895286
383,-29.0,29.0,115.07068607068607,0.316406672412976
384,-18.0,18.0,115.35135135135135,0.3154574523957371
385,-52.0,52.0,109.78586278586279,0.3145110800385499
386,-37.0,37.0,123.98544698544698,0.31356754679843424
387,-32.0,32.0,107.03534303534303,0.31262684415803893
388,-33.0,33.0,126.78378378378379,0.3116889636255648
389,-42.0,42.0,132.48440748440748,0.3107538967346881
390,-42.0,42.0,116.84199584199584,0.30982163504448407
391,-39.0,39.0,113.4927234927235,0.3088921701393506
392,-32.0,32.0,119.4074844074844,0.30796549362893255
393,-42.0,42.0,121.86278586278586,0.30704159714804574
394,-29.0,29.0,123.3076923076923,0.3061204723566016
395,-44.0,44.0,123.58004158004158,0.3052021109395318
396,-48.0,48.0,121.92515592515592,0.3042865046067132
397,-30.0,30.0,118.71517671517671,0.30337364509289305
398,-32.0,32.0,110.72765072765073,0.30246352415761435
399,-34.0,34.0,126.44698544698545,0.3015561335851415
400,-38.0,38.0,122.88357588357589,0.30065146518438607
401,-38.0,38.0,113.72557172557173,0.2997495107888329
402,-43.0,43.0,116.44490644490645,0.2988502622564664
403,-38.0,38.0,121.1933471933472,0.29795371146969696
404,-29.0,29.0,119.44074844074844,0.29705985033528787
405,-43.0,43.0,125.60914760914761,0.296168670784282
406,-23.0,23.0,116.62785862785863,0.29528016477192914
407,-27.0,27.0,115.67151767151768,0.29439432427761336
408,-34.0,34.0,117.96465696465697,0.2935111413047805
409,-24.0,24.0,115.13305613305613,0.29263060788086614
410,-32.0,32.0,115.76091476091476,0.2917527160572235
411,-43.0,43.0,120.44698544698545,0.29087745790905184
412,-33.0,33.0,107.93970893970894,0.2900048255353247
413,-37.0,37.0,116.96257796257797,0.28913481105871874
414,-34.0,34.0,121.51767151767152,0.28826740662554257
415,-28.0,28.0,131.76091476091477,0.28740260440566595
416,-33.0,33.0,120.42203742203742,0.28654039659244895
417,-51.0,51.0,128.04158004158003,0.2856807754026716
418,-25.0,25.0,118.68399168399168,0.2848237330764636
419,-35.0,35.0,120.71101871101871,0.2839692618772342
420,-34.0,34.0,125.05197505197505,0.2831173540916025
421,-37.0,37.0,112.07068607068607,0.28226800202932767
422,-24.0,24.0,123.0893970893971,0.28142119802323967
423,-43.0,43.0,117.95218295218295,0.28057693442917
424,-36.0,36.0,124.91476091476092,0.27973520362588244
425,-31.0,31.0,113.7006237006237,0.2788959980150048
426,-34.0,34.0,128.008316008316,0.2780593100209598
427,-52.0,52.0,121.55301455301455,0.2772251320908969
428,-40.0,40.0,120.13097713097713,0.2763934566946242
429,-39.0,39.0,116.98752598752598,0.2755642763245403
430,-37.0,37.0,120.12266112266113,0.27473758349556665
431,-38.0,38.0,125.6902286902287,0.27391337074507993
432,-37.0,37.0,121.58419958419958,0.2730916306328447
433,-24.0,24.0,113.21829521829522,0.27227235574094616
434,-31.0,31.0,111.82536382536382,0.2714555386737233
435,-25.0,25.0,124.32224532224532,0.2706411720577021
436,-53.0,53.0,130.7214137214137,0.269829248541529
437,-36.0,36.0,125.82120582120582,0.2690197607959044
438,-31.0,31.0,122.1039501039501,0.26821270151351667
439,-32.0,32.0,119.95841995841995,0.2674080634089761
440,-35.0,35.0,120.97297297297297,0.2666058392187492
441,-39.0,39.0,110.79002079002079,0.26580602170109296
442,-34.0,34.0,117.36382536382537,0.26500860363598966
443,-33.0,33.0,118.63617463617463,0.2642135778250817
444,-38.0,38.0,119.18295218295218,0.26342093709160647
445,-40.0,40.0,125.60914760914761,0.26263067428033166
446,-40.0,40.0,107.3014553014553,0.26184278225749064
447,-45.0,45.0,117.8024948024948,0.26105725391071816
448,-33.0,33.0,122.77130977130977,0.260274082148986
449,-30.0,30.0,128.51143451143452,0.2594932599025391
450,-37.0,37.0,122.67983367983368,0.25871478012283144
451,-43.0,43.0,128.73596673596674,0.25793863578246295
452,-41.0,41.0,116.44906444906445,0.2571648198751156
453,-29.0,29.0,116.44074844074844,0.25639332541549026
454,-29.0,29.0,115.17879417879418,0.2556241454392438
455,-35.0,35.0,123.4033264033264,0.25485727300292604
456,-35.0,35.0,113.62577962577963,0.25409270118391725
457,-34.0,34.0,119.92307692307692,0.2533304230803655
458,-26.0,26.0,105.71517671517671,0.25257043181112443
459,-30.0,30.0,113.5072765072765,0.25181272051569104
460,-25.0,25.0,107.27442827442827,0.251057282354144
461,-27.0,27.0,123.52182952182952,0.25030411050708157
462,-45.0,45.0,117.02910602910603,0.24955319817556032
463,-33.0,33.0,126.04158004158005,0.24880453858103363
464,-29.0,29.0,110.79833679833679,0.24805812496529053
465,-37.0,37.0,115.71101871101871,0.24731395059039465
466,-45.0,45.0,116.07276507276508,0.24657200873862348
467,-36.0,36.0,113.28482328482329,0.2458322927124076
468,-34.0,34.0,112.4095634095634,0.24509479583427038
469,-39.0,39.0,115.15384615384616,0.24435951144676757
470,-30.0,30.0,124.96881496881497,0.24362643291242728
471,-43.0,43.0,128.54469854469855,0.24289555361369
472,-26.0,26.0,119.48024948024948,0.24216686695284892
473,-41.0,41.0,136.04573804573803,0.24144036635199037
474,-44.0,44.0,113.3076923076923,0.24071604525293439
475,-44.0,44.0,109.62577962577963,0.2399938971171756
476,-40.0,40.0,114.10602910602911,0.23927391542582405
477,-38.0,38.0,112.95426195426195,0.23855609367954658
478,-29.0,29.0,117.3035343035343,0.23784042539850794
479,-22.0,22.0,119.03742203742203,0.2371269041223124
480,-37.0,37.0,110.82328482328482,0.23641552340994548
481,-28.0,28.0,121.50935550935552,0.23570627683971565
482,-26.0,26.0,123.62993762993763,0.2349991580091965
483,-26.0,26.0,121.70478170478171,0.2342941605351689
484,-30.0,30.0,121.71309771309771,0.23359127805356342
485,-35.0,35.0,122.03950103950103,0.23289050421940272
486,-25.0,25.0,108.3991683991684,0.2321918327067445
487,-30.0,30.0,115.34927234927235,0.23149525720862427
488,-37.0,37.0,129.8939708939709,0.2308007714369984
489,-32.0,32.0,117.10810810810811,0.2301083691226874
490,-27.0,27.0,113.44490644490645,0.22941804401531934
491,-48.0,48.0,116.32224532224532,0.2287297898832734
492,-25.0,25.0,126.48648648648648,0.22804360051362357
493,-26.0,26.0,110.20582120582121,0.2273594697120827
494,-24.0,24.0,121.24740124740124,0.22667739130294645
495,-32.0,32.0,105.72557172557173,0.22599735912903762
496,-33.0,33.0,122.58004158004158,0.2253193670516505
497,-40.0,40.0,117.79002079002079,0.22464340895049556
498,-49.0,49.0,114.6943866943867,0.22396947872364406
499,-30.0,30.0,101.71933471933473,0.22329757028747313
